frame,id,real_world_x,real_world_y,width,real_width
10,2,-18.755108183552444,3.2979954656886132,43.199283599853516,0.9602651517184216
11,2,-18.253723292702198,3.0329256921781576,53.20886993408203,1.151959051949227
12,2,-17.835060338270143,2.8339819425548285,65.1763687133789,1.3764473367921213
13,2,-17.436126901193465,2.636905474889365,79.4644660949707,1.641967973910158
14,2,-17.208774312086508,2.559842269561395,92.64263534545898,1.898590532266129
15,2,-17.004672469710364,2.489126390941233,103.53540802001953,2.0893598460398524
16,2,-16.89486283479953,2.4897344597406867,115.18772506713867,2.309572062584097
17,2,-16.81802279788794,2.5172413425853657,127.13200378417969,2.5410734402598165
18,2,-16.66966758880515,2.4838356228642193,137.3924331665039,2.7259464830747206
19,2,-16.5213796561509,2.4591719440334208,148.7318458557129,2.9235238974941313
20,2,-16.552911248298887,2.5499847362403303,158.70907974243164,3.106597569356935
21,2,-16.502650475962557,2.605771766595803,171.75785064697266,3.3340311926780344
22,2,-16.488803456637356,2.658622554120269,180.60106658935547,3.49305972876907
23,2,-16.49536829867096,2.7407752169576063,191.35020446777344,3.7124997705679017
24,2,-16.457325179437497,2.797484565540651,202.89614868164062,3.959515104209931
25,2,-16.4256084306505,2.8479984694831733,212.92103576660156,4.162126199840805
26,2,-16.471814709343715,2.9381216022916683,220.45660400390625,4.310338049883562
27,2,-16.663374652256405,3.1571176004914094,230.69107818603516,4.481100558480941
28,2,-16.971675773538333,3.4724363164572467,242.04336547851562,4.684357878773052
29,2,-16.557264659562072,3.2579101994437027,253.83851623535156,4.874334631558425
30,2,-16.122811055637065,2.998203441701043,262.0679626464844,5.014480314889321
31,2,-17.664933921217102,4.211514702610326,268.83558654785156,5.134714345616075
32,2,-17.383068564287274,4.084733791036566,278.7966613769531,5.2878746101611025
33,2,-17.888293346838616,4.567922827832761,286.2615966796875,5.407971367298639
34,2,-18.010131685564424,4.751247263704008,298.4145812988281,5.624544878222917
35,2,-18.000868793750367,4.8127570861336455,310.5325927734375,5.875883265900517
36,2,-17.913365643310133,4.857656438391361,316.97296142578125,6.0960225974420315
37,2,-16.585156433183627,3.9472555567491967,321.1053771972656,6.206662024419498
38,2,-15.589909797085342,3.3071411637864214,326.22090911865234,6.306931298951416
39,2,-15.133599882057698,3.1100061342808445,325.9984130859375,6.32604328546425
40,2,-14.641884276238041,2.9215862397634687,319.76133728027344,6.193260911823626
41,2,-14.317752905413503,2.8326796850587805,316.99365234375,6.086405939201472
42,2,-13.979704125616811,2.734380181971501,317.65491485595703,6.101104481446666
43,2,-13.685415980316535,2.707080239177738,311.8223419189453,6.006976165320064
44,2,-13.473667102862889,2.7481276006276234,309.33522033691406,5.949117494849991
45,2,-13.274670439473352,2.743950995388872,306.28067779541016,5.9101387357823
46,2,-13.037757471896255,2.6836242517991398,306.98094177246094,5.886981796940288
47,2,-12.734900648582764,2.6281653832723446,305.16966247558594,5.854616659165612
48,2,-12.447684037931904,2.6126598515238793,298.43975830078125,5.70875867320926
49,2,-12.190935054097357,2.6159060538600922,299.7915344238281,5.74548166709775
50,2,-11.954759640343408,2.594637389985309,296.30397033691406,5.670998239161107
51,2,-11.795299241820675,2.673613437001355,290.9630584716797,5.582041094886348
52,2,-11.544716904425858,2.672417894570257,288.93772888183594,5.533130852101788
53,2,-11.34827937713443,2.6881392471251644,288.1947555541992,5.53489502532069
54,2,-11.120683699250911,2.702048325425306,287.9348831176758,5.520809399939176
55,2,-10.906025009719764,2.7191128705751813,281.88636016845703,5.4187867420128315
56,2,-10.62295535847001,2.6576420700338708,281.6297836303711,5.375801331931745
57,2,-10.398706878346696,2.682206191209377,281.56514739990234,5.375924059990339
58,2,-10.114444231987292,2.6239315631316744,279.58937072753906,5.296427774636023
59,2,-9.878628919062534,2.6140487522785145,276.8850402832031,5.2464786746304926
60,2,-9.626693423652918,2.5829521159735016,273.9155044555664,5.178652962230526
61,2,-9.376894608612977,2.5788673676569283,272.8561248779297,5.169015487391713
62,2,-9.175519324604302,2.5933116997006787,272.51092529296875,5.156136817470892
