frame,id,real_world_x,real_world_y,width,real_width
8,2,-18.28173414282641,7.55404961440857,62.40367126464844,1.4494932656215216
9,2,-17.814833571601042,7.432517962433209,81.8767204284668,1.8391524094999445
10,2,-17.35589822584928,7.323895996739354,103.21842956542969,2.2481696111937834
11,2,-17.176928508186265,7.366962650672619,125.12544250488281,2.6126855121373267
12,2,-17.071483497696534,7.425956889326331,143.4093360900879,2.9279883949684296
13,2,-16.992230964762246,7.525362087984946,161.8088836669922,3.2496381730258044
14,2,-16.79773762177053,7.550274319589798,183.7284049987793,3.684982749215941
15,2,-16.58600782474325,7.5735112178064306,205.2904815673828,4.107931666318267
16,2,-16.320928859212525,7.557663424022162,224.87928771972656,4.458452191610834
17,2,-16.022572544217685,7.530042692306179,245.41596221923828,4.8083263041193085
19,2,-16.02095787718763,7.794890494578066,282.40736389160156,5.490156212338556
20,2,-15.191409002410282,7.468554856374537,295.74119567871094,5.737926426593315
21,2,-14.614192226102064,7.389414743838896,302.65081787109375,5.883415390008576
22,2,-14.101514415680327,7.360409726115912,299.3539123535156,5.836551407231515
23,2,-13.463306853567722,7.299454453084977,297.2980499267578,5.7341754241307745
24,2,-12.816748416380761,7.200796660160371,294.0545654296875,5.626854648646542
25,2,-12.1985234275798,7.135876267726549,290.3712844848633,5.5200396019250135
26,2,-11.715199677228878,7.209069694814379,282.7100143432617,5.4105355420256185
27,2,-11.289163114721314,7.2604631471724606,279.3291778564453,5.380724881731782
28,2,-10.739606231670313,7.242645848305173,275.79359436035156,5.302223849400222
29,2,-10.26420703375588,7.239910168073521,270.17928314208984,5.202848366846615
30,2,-9.687758467552005,7.191148029421587,265.7405548095703,5.09329903901485
31,2,-9.14269630772291,7.139123442566853,261.84285736083984,5.022310637776177
32,2,-8.597986234762892,7.092135917032913,256.2341537475586,4.89760841540072
33,2,-8.078467597205998,7.092732763269478,256.03697204589844,4.869677685366109
34,2,-7.549475467035546,7.069494407200187,251.9626007080078,4.766728086824944
35,2,-7.083186636728491,7.11086916830616,250.36253356933594,4.7380474125691
36,2,-6.55663935182148,7.084832363896574,245.72621154785156,4.628384641684416
