frame,id,real_world_x,real_world_y,width,real_width
37,2,-6.044021946864616,7.072257039741991,243.9158477783203,4.5926218052484415
38,2,-5.542727045322904,7.071802975512211,243.20526123046875,4.5579113141599805
39,2,-5.026958446097996,7.082580848131614,236.9571533203125,4.443140643161121
40,2,-4.504907119141457,7.026578595886397,236.65818786621094,4.396769492425087
41,2,-4.035955369839372,7.065342987706907,232.61956787109375,4.3473411935819986
42,2,-3.5499127476094996,7.089501267325705,231.16452026367188,4.31193797311979
43,2,-3.0730034317353367,7.140845363961991,226.66049194335938,4.231502647426218
44,2,-2.5372916854588374,7.072931523603268,229.03115844726562,4.228015451190969
45,2,-2.000749074899368,7.047035526917118,223.93331909179688,4.121991962763597
46,2,-1.4772806409913646,7.008797969603924,222.05886840820312,4.067256247207805
47,2,-0.9034464262834618,6.927852567468671,221.45443725585938,4.032559234815309
48,2,-0.42924707431420134,7.000576052236477,219.32501220703125,3.9978345019923536
49,2,0.06263821468028673,7.038607415554568,218.6150665283203,3.970273488997536
50,2,0.5339461567030707,7.09805369387055,216.40988159179688,3.9319216388590474
51,2,1.0614511117778536,7.031643491953157,217.62075805664062,3.9333454622258945
52,2,1.5715142188024407,7.007986188772821,214.09945678710938,3.8439698476642667
53,2,2.099605972239435,6.966793989812268,214.8277587890625,3.83096578950942
54,2,2.6342325407920466,6.9679021560554215,213.17431640625,3.800974033884567
55,2,3.1231481537749612,6.949597904675095,214.63677978515625,3.8153203832364535
56,2,3.683671575837261,7.031499063281179,215.2474365234375,3.8276196626928574
57,2,4.19608110017788,6.982093939065001,215.50973510742188,3.815036754731847
58,2,4.689706419417765,6.918911941234379,215.61053466796875,3.7682754832369807
59,2,5.126569824408761,6.8602341291862245,215.638916015625,3.735647826015219
60,2,5.611395301652157,6.806110044092116,217.646484375,3.7419651621922587
61,2,6.132610762440271,6.801962545024767,216.45620727539062,3.741310779846109
62,2,6.62767262843024,6.822458861887251,218.03567504882812,3.7651013082695215
63,2,7.134096358021315,6.842263934055235,218.66189575195312,3.7824126733516983
64,2,7.618229028982346,6.855211545428951,220.88131713867188,3.8070450420052246
65,2,8.11237721552669,6.856909165042795,221.6927490234375,3.7969010400614076
66,2,8.584420458596608,6.8171918026901235,221.95989990234375,3.774497700399519
67,2,9.079648436832626,6.811293244701689,225.9898681640625,3.8395209180540064
68,2,9.540826499984808,6.789218370685941,225.54620361328125,3.8185736889856674
69,2,10.035710682706371,6.84539841511407,229.34527587890625,3.9127554924566934
70,2,10.565549650342474,6.9235770855184215,232.73565673828125,3.991622523207369
71,2,11.112015400505085,6.954365349606722,232.04507446289062,3.967927054108079
72,2,11.631350685859626,7.008512880371343,235.64968872070312,4.030725322389058
73,2,12.020996676659914,6.903296918041214,233.02194213867188,3.9432979483776527
74,2,12.425957308375533,6.833514022466951,237.8785400390625,3.9935337445789463
75,2,12.872523711642975,6.8287255948029575,239.69979858398438,4.023021287000669
76,2,13.291322556914684,6.7674542318076565,240.38900756835938,3.997648580866651
77,2,13.881340541339243,6.8833619119045055,244.53167724609375,4.08600632456089
78,2,14.455466249711574,6.929553331696552,244.11273193359375,4.066628544475676
79,2,14.927591559555488,6.951296001820555,249.7679443359375,4.162955530477377
80,2,15.349035908679342,6.91914396464008,253.78106689453125,4.21145012325762
81,2,16.012786782352773,7.038357406091883,255.24343872070312,4.234248489235982
96,2,21.520002472676197,7.20249174244055,145.83673095703125,2.4091032994869175
97,2,21.89057596419995,7.246892203882668,133.1378173828125,2.2093514813997794
98,2,22.24140393802638,7.28123895623264,123.72418212890625,2.0616101948168963
99,2,22.891425568674656,7.515548941262627,107.7484130859375,1.816713561186587
100,2,23.320726758416303,7.624146115563855,89.48309326171875,1.5378804644381117
101,2,23.51194742892084,7.638865822476569,70.727783203125,1.2367043094755403
102,2,23.53487818623821,7.5770950963764365,47.07550048828125,0.8319693792296788
